 lyrNum , LyrType,      Fr,      Fc,     Grp,   strdX,   strdY,multiCoreMode,    Pool,  pooKer, pooStrd,enableBias,      Ni,      No,     InW,     InH,    outW,    outH,procTime(us),LayerCycles,kernelOnlyCycles,coreLoopCycles,LayerSetupCycles,dmaPipeupCycles,   IOcyles,inVol(KB),outVol(KB),wtVol(KB), srcMem-IN, dstMem-IN,srcMem-OUT,dstMem-OUT, srcMem-WT, dstMem-WT,MSMCBW-R(M),MSMCBW-W(M),DDRBW-R(M),DDRBW-W(M),dataFlow,utilization,
      22,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,     192,      32,      64,      64,      64,      64,  107.92,107918.93,94045.60,94095.60, 7100.00, 6723.33,29440.67,768.00,128.00,  6.25,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.84,    0.15,    0.00,    0.00,       1,   40.57,
      23,TIDL_EltWiseLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         0,      64,      32,      64,      64,      64,      64,   18.83,18834.89, 5962.80, 9059.33, 7000.00, 2775.56, 9009.33,256.00,128.00,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.26,    0.13,    0.00,    0.00,       2,    0.27,
      24,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,      32,     192,      64,      64,      64,      64,  112.90,112902.51,91491.40,91541.40, 7100.00,14261.11, 1032.22,128.00,768.00,  7.12,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.13,    0.86,    0.00,    0.00,       1,   41.09,
      25,TIDL_ConvolutionLayer,       3,       3,     192,       2,       2,       0,       0,       0,       1,         1,     192,     192,      64,      64,      32,      32,   75.32,75323.65,40310.32,40360.32, 3600.00,31363.33,28032.67,768.00,192.00,  1.12,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.79,    0.21,    0.00,    0.00,       2,    3.06,
      26,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,     192,      64,      32,      32,      32,      32,   62.13,62125.27,46118.60,46168.60, 7100.00, 8856.67, 4004.67,192.00, 64.00, 12.38,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.21,    0.10,    0.00,    0.00,       1,   56.36,
      27,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,      64,     384,      32,      32,      32,      32,  120.41,120414.86,91039.30,91089.30, 7100.00,22225.55,    0.00, 64.00,384.00, 26.25,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.07,    0.54,    0.00,    0.00,       1,   65.34,
      28,TIDL_ConvolutionLayer,       3,       3,     384,       1,       1,       0,       0,       0,       1,         1,     384,     384,      32,      32,      32,      32,  116.63,116628.12,57685.90,57735.90, 3600.00,55292.22,38612.22,384.00,384.00,  2.25,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.39,    0.42,    0.00,    0.00,       2,    5.70,
      29,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,     384,      64,      32,      32,      32,      32,  110.27,110270.54,92237.20,92287.20, 7100.00,10883.33,12952.67,384.00, 64.00, 24.38,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.44,    0.11,    0.00,    0.00,       1,   65.48,
      30,TIDL_EltWiseLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         0,     128,      64,      32,      32,      32,      32,   12.83,12828.67, 2981.40, 3053.11, 7000.00, 2775.56, 3003.11,128.00, 64.00,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.13,    0.07,    0.00,    0.00,       2,    0.21,
      31,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,      64,     384,      32,      32,      32,      32,  120.41,120414.86,91039.30,91089.30, 7100.00,22225.55,    0.00, 64.00,384.00, 26.25,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.07,    0.54,    0.00,    0.00,       1,   65.34,
      32,TIDL_ConvolutionLayer,       3,       3,     384,       1,       1,       0,       0,       0,       1,         1,     384,     384,      32,      32,      32,      32,  116.63,116628.12,57685.90,57735.90, 3600.00,55292.22,38612.22,384.00,384.00,  2.25,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.39,    0.42,    0.00,    0.00,       2,    5.70,
      33,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,     384,      64,      32,      32,      32,      32,  106.02,106020.54,92237.20,92287.20, 6300.00, 7433.33,12952.67,384.00, 64.00, 24.38,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.44,    0.09,    0.00,    0.00,       1,   65.48,
      34,TIDL_EltWiseLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         0,     128,      64,      32,      32,      32,      32,   12.83,12828.67, 2981.40, 3053.11, 7000.00, 2775.56, 3003.11,128.00, 64.00,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.13,    0.07,    0.00,    0.00,       2,    0.21,
      35,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,      64,     384,      32,      32,      32,      32,  120.41,120414.86,91039.30,91089.30, 7100.00,22225.55,    0.00, 64.00,384.00, 26.25,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.07,    0.54,    0.00,    0.00,       1,   65.34,
      36,TIDL_ConvolutionLayer,       3,       3,     384,       1,       1,       0,       0,       0,       1,         1,     384,     384,      32,      32,      32,      32,  116.63,116628.12,57685.90,57735.90, 3600.00,55292.22,38612.22,384.00,384.00,  2.25,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.39,    0.42,    0.00,    0.00,       2,    5.70,
      37,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,     384,      64,      32,      32,      32,      32,  110.27,110270.54,92237.20,92287.20, 7100.00,10883.33,12952.67,384.00, 64.00, 24.38,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.44,    0.11,    0.00,    0.00,       1,   65.48,
      38,TIDL_EltWiseLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         0,     128,      64,      32,      32,      32,      32,   12.83,12828.67, 2981.40, 3053.11, 7000.00, 2775.56, 3003.11,128.00, 64.00,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.13,    0.07,    0.00,    0.00,       2,    0.21,
      39,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,      64,     384,      32,      32,      32,      32,  120.41,120414.86,91039.30,91089.30, 7100.00,22225.55,    0.00, 64.00,384.00, 26.25,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.07,    0.54,    0.00,    0.00,       1,   65.34,
      40,TIDL_ConvolutionLayer,       3,       3,     384,       1,       1,       0,       0,       0,       1,         1,     384,     384,      32,      32,      32,      32,  116.63,116628.12,57685.90,57735.90, 3600.00,55292.22,38612.22,384.00,384.00,  2.25,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.39,    0.42,    0.00,    0.00,       2,    5.70,
      41,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,     384,      96,      32,      32,      32,      32,  158.42,158418.27,137451.61,137501.61, 7100.00,13816.67,12952.67,384.00, 96.00, 36.62,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.44,    0.17,    0.00,    0.00,       1,   72.87,
      42,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,      96,     576,      32,      32,      32,      32,  248.83,248830.24,203916.91,203966.91, 7100.00,37763.33,    0.00, 96.00,576.00, 57.38,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.10,    0.85,    0.00,    0.00,       1,   76.80,
      43,TIDL_ConvolutionLayer,       3,       3,     576,       1,       1,       0,       0,       0,       1,         1,     576,     576,      32,      32,      32,      32,  194.50,194498.43,108356.21,108406.21, 3600.00,82492.22,58121.56,576.00,576.00,  3.38,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.59,    0.63,    0.00,    0.00,       2,    4.77,
      44,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,     576,      96,      32,      32,      32,      32,  229.69,229688.30,206748.30,206798.30, 7100.00,15790.00,24028.00,576.00, 96.00, 54.62,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.70,    0.18,    0.00,    0.00,       1,   75.64,
      45,TIDL_EltWiseLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         0,     192,      96,      32,      32,      32,      32,   15.22,15218.00, 4233.20, 4304.67, 7000.00, 3913.33, 4254.67,192.00, 96.00,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.20,    0.10,    0.00,    0.00,       2,    0.25,
      46,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,      96,     576,      32,      32,      32,      32,  248.83,248830.24,203916.91,203966.91, 7100.00,37763.33,    0.00, 96.00,576.00, 57.38,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.10,    0.85,    0.00,    0.00,       1,   76.80,
      47,TIDL_ConvolutionLayer,       3,       3,     576,       1,       1,       0,       0,       0,       1,         1,     576,     576,      32,      32,      32,      32,  194.50,194498.43,108356.21,108406.21, 3600.00,82492.22,58121.56,576.00,576.00,  3.38,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.59,    0.63,    0.00,    0.00,       2,    4.77,
      48,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,     576,      96,      32,      32,      32,      32,  229.69,229688.30,206748.30,206798.30, 7100.00,15790.00,24028.00,576.00, 96.00, 54.62,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.70,    0.18,    0.00,    0.00,       1,   75.64,
      49,TIDL_EltWiseLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         0,     192,      96,      32,      32,      32,      32,   15.22,15218.00, 4233.20, 4304.67, 7000.00, 3913.33, 4254.67,192.00, 96.00,  0.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.20,    0.10,    0.00,    0.00,       2,    0.25,
      51,TIDL_ConvolutionLayer,       3,       3,      96,       1,       1,       0,       0,       0,       1,         1,      96,      96,      32,      32,      32,      32,   27.49,27490.44, 8964.63, 9398.22, 3600.00,14492.22, 9348.22, 96.00, 96.00,  0.62,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.10,    0.10,    0.00,    0.00,       2,    6.06,
      54,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,      96,      16,      32,      32,      32,      32,   35.15,35154.07,23467.40,23517.40, 7100.00, 4536.67, 2127.33, 96.00, 32.00,  3.12,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.10,    0.05,    0.00,    0.00,       1,   11.56,
      52,TIDL_ConvolutionLayer,       3,       3,      96,       1,       1,       0,       0,       0,       1,         1,      96,      96,      32,      32,      32,      32,   27.49,27490.44, 8964.63, 9398.22, 3600.00,14492.22, 9348.22, 96.00, 96.00,  0.62,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.10,    0.10,    0.00,    0.00,       2,    6.06,
      55,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,      96,      56,      32,      32,      32,      32,  107.54,107536.73,91183.40,91233.40, 7100.00, 9203.33, 2127.33, 96.00,112.00, 11.00,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.10,    0.16,    0.00,    0.00,       1,   15.93,
      50,TIDL_ConvolutionLayer,       1,       1,       1,       1,       1,       0,       0,       0,       1,         1,      96,     576,      32,      32,      32,      32,  248.83,248830.24,203916.91,203966.91, 7100.00,37763.33,    0.00, 96.00,576.00, 57.38,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.10,    0.85,    0.00,    0.00,       1,   76.80,
      53,TIDL_ConvolutionLayer,       3,       3,     576,       2,       2,       0,       0,       0,       1,         1,     576,     576,      32,      32,      16,      16,  148.71,148711.33,59298.00,59348.00, 3600.00,85763.33,20023.33,576.00,144.00,  3.38,      MSMC,        L2,      NONE,      MSMC,       DDR,      MSMC,    0.59,    0.63,    0.00,    0.00,       2,    2.08,
